codigo,nombre,poblacion,provincia,canton,caudal,caudal humano,caudal agroganaderia,caudal industrial,caudal turismo,caudal otros,pozos,region de consumo,consumo promedio mensual en metros cubicos,consumo diario en litros
20703,Buenos Aires,7493,2,207,109.65,55.58,44.56,9.51,0,0,72,Región Central,5.45,181.666666667
60116,Arancibia,665,,,,,,,,,,Región Pacífico Central,5.56,185.333333333
21001,Quesada,42060,2,210,32.58,26.08,6.50,0,0,0,9,Región Huetar Norte,5.14,171.333333333
11701,Santa María,4621,,,,,,,,,,Región Central,5.45,181.666666667
11702,Jardín,524,,,,,,,,,,Región Central,5.45,181.666666667
11703,Copey,1803,,,,,,,,,,Región Central,5.45,181.666666667
20601,Naranjo,15936,2,206,42.50,13.00,8.00,17.50,0,4.00,22,Región Central,5.45,181.666666667
20603,San José,3162,2,206,9.55,0.50,9.05,0,0,0,5,Región Central,5.45,181.666666667
20602,San Miguel,4657,2,206,38.03,28.00,5.38,2.65,0,2.00,19,Región Central,5.45,181.666666667
20605,San Jerónimo,3264,2,206,4.00,0,2.00,2.00,0,0,2,Región Central,5.45,181.666666667
20604,Cirrí Sur,4552,2,206,3.50,3.50,0,0,0,0,3,Región Central,5.45,181.666666667
20607,El Rosario,3757,2,206,45.09,8.39,29.60,4.10,0,3.00,31,Región Central,5.45,181.666666667
20606,San Juan,3114,2,206,10.15,3.15,7.00,0,0,0,4,Región Central,5.45,181.666666667
20608,Palmitos,4271,,,,,,,,,,Región Central,5.45,181.666666667
40307,Tures,3452,4,403,33.00,19.50,0.50,0,0,10.00,8,Región Central,5.45,181.666666667
40304,Paracito,2231,4,403,0.50,0.50,0,0,0,0,1,Región Central,5.45,181.666666667
40305,Santo Tomás,6267,4,403,70.96,57.66,0,5.00,0,8.30,15,Región Central,5.45,181.666666667
50404,Río Naranjo,1015,,,,,,,,,,Región Chorotega,5.62,187.333333333
50401,Bagaces,12367,5,504,293.75,133.10,122.10,32.15,5.9,0.50,156,Región Chorotega,5.62,187.333333333
50402,La Fortuna,2756,5,504,2.63,0.63,2.00,0,0,0,2,Región Chorotega,5.62,187.333333333
50403,Mogote,3398,5,504,33.32,20.56,2.41,0,3.35,7,19,Región Chorotega,5.62,187.333333333
11803,Sánchez,5364,1,118,105.64,82.72,12.17,1.25,9.50,0,49,Región Central,5.45,181.666666667
11802,Granadilla,14778,1,118,15.30,12.25,0.05,3.00,0,0,9,Región Central,5.45,181.666666667
11801,Curridabat,28817,1,118,319.68,212.87,29.50,77.31,0,0,86,Región Central,5.45,181.666666667
70302,Pacuarito,8756,7,703,442.50,69.98,59.90,310.73,0,1.89,61,Región Huetar Atlántica,5.13,171
70305,El Cairo,6082,7,703,77.76,24.74,2.00,37.52,2.00,11.50,18,Región Huetar Atlántica,5.13,171
70304,Germania,2471,7,703,63.00,0,35.00,28.00,0,0,6,Región Huetar Atlántica,5.13,171
11804,Tirrases,16247,1,118,23.94,21.04,2.90,0,0,0,9,Región Central,5.45,181.666666667
11201,San Ignacio,9016,1,112,1.50,1.50,0,0,0,0,2,Región Central,5.45,181.666666667
11203,Palmichal,4581,1,112,1.20,1.20,0,0,0,0,1,Región Central,5.45,181.666666667
11202,Guaitil,2406,,,,,,,,,,Región Central,5.45,181.666666667
11205,Sabanillas,2331,1,112,2.60,2.60,0,0,0,0,1,Región Central,5.45,181.666666667
11204,Cangrejal,1875,,,,,,,,,,Región Central,5.45,181.666666667
20502,Jesús,3631,2,205,86.23,54.28,23.20,0,1,2.75,57,Región Central,5.45,181.666666667
20114,Sarapiquí,2842,,,,,,,,,,Región Huetar Norte,5.14,171.333333333
20501,Atenas,7546,2,205,117.41,74.46,33.95,2.00,1.00,3.00,72,Región Central,5.45,181.666666667
20111,Turrúcares,7630,2,201,218.32,130.09,46.00,26.47,4.00,7.76,142,Región Central,5.45,181.666666667
20507,Santa Eulalia,2082,2,205,72.17,45.97,21.70,1.50,0,3.00,37,Región Central,5.45,181.666666667
20113,Garita,7277,2,201,465.74,260.04,86.96,81.01,6.80,25.93,270,Región Central,5.45,181.666666667
20112,Tambor,10992,2,201,58.07,35.39,11.87,9.81,0,1.00,40,Región Central,5.45,181.666666667
70604,Río Jiménez,8742,7,706,85.52,22.42,5.00,58.10,0,0,16,Región Huetar Atlántica,5.13,171
70605,Duacarí,6059,7,706,216.97,3.00,29.40,184.57,0,0,29,Región Huetar Atlántica,5.13,171
70601,Guácimo,18326,7,706,64.21,17.60,14.00,31.61,1,0,16,Región Huetar Atlántica,5.13,171
70602,Mercedes,1707,7,706,21.95,12.00,7.50,2.45,0,0,8,Región Huetar Atlántica,5.13,171
70603,Pocora,6432,7,706,10.20,0,10.20,0,0,0,2,Región Huetar Atlántica,5.13,171
50101,Liberia,53382,5,501,1460.75,620.86,625.09,98.87,32.32,83.61,411,Región Chorotega,5.62,187.333333333
50103,Mayorga,1599,5,501,38.06,19.80,16.26,0,0,2.00,19,Región Chorotega,5.62,187.333333333
50102,Cañas Dulces,3230,5,501,130.85,55.00,58.35,7.50,1,9.00,59,Región Chorotega,5.62,187.333333333
50105,Curubandé,2527,5,501,62.96,38.96,17.00,0,5.00,2.00,41,Región Chorotega,5.62,187.333333333
50104,Nacascolo,2249,5,501,465.42,97.88,320.11,14.73,12.40,20.30,128,Región Chorotega,5.62,187.333333333
51103,Puente Carrillo,1574,5,511,85.79,32.76,22.93,1.00,9.60,19.50,48,Región Chorotega,5.62,187.333333333
60803,Aguabuena,6286,6,608,0.50,0,0,0,0.50,0,1,Región Brunca,5.36,178.666666667
60802,Sabalito,10984,6,608,1.69,1.69,0,0,0,0,2,Región Brunca,5.36,178.666666667
60801,San Vito,14834,6,608,5.93,1.93,0.50,1.50,0,0,6,Región Brunca,5.36,178.666666667
60805,Pittier,2758,,,,,,,,,,Región Brunca,5.36,178.666666667
60804,Limoncito,3591,6,608,0.00,0.00,0,0,0,0,2,Región Brunca,5.36,178.666666667
30308,Río Azul,12010,3,303,19.15,5.79,8.00,5.36,0,0,10,Región Central,5.45,181.666666667
30305,Concepción,16515,3,303,28.00,2.50,19.00,6.50,0,0,8,Región Central,5.45,181.666666667
30304,San Rafael,14247,3,303,17.14,5.70,2.50,1.44,3.5,4,10,Región Central,5.45,181.666666667
30307,San Ramón,4054,3,303,12.17,6.39,3.78,0,0,2.00,5,Región Central,5.45,181.666666667
30306,Dulce Nombre,7893,3,303,69.80,61.84,0,7.96,0,0,7,Región Central,5.45,181.666666667
30301,Tres Ríos,9331,3,303,25.40,7.50,0,17.90,0,0,11,Región Central,5.45,181.666666667
30303,San Juan,13729,3,303,13.41,7.16,3.25,0,3.00,0,13,Región Central,5.45,181.666666667
30302,San Diego,21620,3,303,22.16,6.56,0.60,12.00,3.00,0,9,Región Central,5.45,181.666666667
50202,Mansión,5717,5,502,173.74,141.30,29.69,2.00,0,0.75,86,Región Chorotega,5.62,187.333333333
50203,San Antonio,6642,5,502,378.07,201.08,171.99,0,0,5.00,178,Región Chorotega,5.62,187.333333333
50201,Nicoya,24833,5,502,655.28,377.01,250.24,10.53,2.40,15.10,267,Región Chorotega,5.62,187.333333333
50206,Nosara,4912,5,502,304.06,225.61,52.42,0,19.73,6.30,173,Región Chorotega,5.62,187.333333333
50207,Belén de Nosarita,2686,5,502,70.10,63.30,6.80,0,0,0,19,Región Chorotega,5.62,187.333333333
50204,Quebrada Honda,2523,5,502,79.29,73.29,5.00,0,0,1.00,33,Región Chorotega,5.62,187.333333333
50205,Sámara,3512,5,502,190.85,75.53,73.77,16.25,15.30,10.00,102,Región Chorotega,5.62,187.333333333
10310,Damas,13175,1,103,4.00,0.50,0,3.50,0,0,4,Región Central,5.45,181.666666667
10311,San Rafael Abajo,23283,1,103,5.47,5.47,0,0,0,0,1,Región Central,5.45,181.666666667
10312,Gravilias,15024,,,,,,,,,,Región Central,5.45,181.666666667
10313,Los Guido,24102,,,,,,,,,,Región Central,5.45,181.666666667
40504,Ángeles,10232,4,405,127.15,112.05,2.50,6.60,3.00,3.00,28,Región Central,5.45,181.666666667
40505,Concepción,6077,4,405,62.10,53.10,9.00,0,0,0.00,28,Región Central,5.45,181.666666667
40501,San Rafael,9668,4,405,15.70,15.70,0,0,0,0,2,Región Central,5.45,181.666666667
40502,San Josecito,11579,4,405,40.65,25.65,0,15.00,0,0.00,5,Región Central,5.45,181.666666667
40503,Santiago,8409,4,405,13.00,13.00,0,0,0,0,2,Región Central,5.45,181.666666667
20805,Sabana Redonda,2343,2,208,73.31,25.66,38.87,8.78,0,0,21,Región Central,5.45,181.666666667
20804,Carrillos,9228,2,208,31.83,23.53,8.30,0,0,0,16,Región Central,5.45,181.666666667
20803,San Rafael,5436,2,208,12.90,3.50,1.60,4.30,0,2.50,9,Región Central,5.45,181.666666667
20802,San Juan,4638,2,208,13.60,2.50,11.00,0.10,0,0,8,Región Central,5.45,181.666666667
20801,San Pedro,7554,2,208,56.05,19.50,35.55,1.00,0,0,13,Región Central,5.45,181.666666667
60704,Pavón,6159,6,607,67.50,67.50,0,0,0,0,16,Región Brunca,5.36,178.666666667
51004,Santa Elena,2040,5,510,23.44,18.44,5.00,0,0,0,23,Región Chorotega,5.62,187.333333333
51003,La Garita,1688,5,510,31.50,7.00,1.50,23.00,0,0,11,Región Chorotega,5.62,187.333333333
51002,Santa Cecilia,6258,5,510,10.45,10.45,0,0,0,0,6,Región Chorotega,5.62,187.333333333
51001,La Cruz,9195,5,510,220.34,159.70,34.85,0.20,16.09,9.50,98,Región Chorotega,5.62,187.333333333
60703,Guaycará,12918,6,607,311.81,16.50,98.25,196.56,0.50,0,30,Región Brunca,5.36,178.666666667
10501,San Marcos,9993,1,105,10.82,10.32,0.50,0,0,0,4,Región Central,5.45,181.666666667
10503,San Carlos,1893,,,,,,,,,,Región Central,5.45,181.666666667
10502,San Lorenzo,4394,1,105,2.00,0,2.00,0,0,0,2,Región Central,5.45,181.666666667
61004,Laurel,9148,6,610,51.05,35.00,0,16.05,0,0,13,Región Brunca,5.36,178.666666667
61001,Corredor,17250,6,610,492.90,90.80,77.80,314.30,0,10.00,51,Región Brunca,5.36,178.666666667
61002,La Cuesta,3906,6,610,9.00,9.00,0,0,0,0,1,Región Brunca,5.36,178.666666667
61003,Canoas,11527,6,610,7.15,4.89,1.00,1.26,0,0,8,Región Brunca,5.36,178.666666667
21008,La Tigra,6374,,,,,,,,,,Región Huetar Norte,5.14,171.333333333
21009,La Palmera,6321,2,210,21.40,7.00,6.60,7.80,0,0,7,Región Huetar Norte,5.14,171.333333333
40308,Pará,3333,4,403,25.80,19.50,0,6.30,0,0.00,5,Región Central,5.45,181.666666667
60202,San Juan Grande,6171,6,602,263.00,172.19,54.04,32.77,0.50,1.50,112,Región Pacífico Central,5.56,185.333333333
60205,San Jerónimo,751,6,602,23.00,20.50,2.5,0,0,0,4,Región Pacífico Central,5.56,185.333333333
60204,San Rafael,1294,6,602,162.64,123.14,28.50,2.90,2.00,5.60,76,Región Pacífico Central,5.56,185.333333333
40302,San Vicente,6427,4,403,26.28,17.28,5.00,0,0,4,8,Región Central,5.45,181.666666667
40303,San Miguel,6363,4,403,321.54,295.54,13.00,11.50,0,1.50,24,Región Central,5.45,181.666666667
21002,Florencia,15149,2,210,84.16,25.91,4.75,50.50,0,0,20,Región Huetar Norte,5.14,171.333333333
21003,Buenavista,325,,,,,,,,,,Región Huetar Norte,5.14,171.333333333
21004,Aguas Zarcas,20239,2,210,115.83,19.42,10.30,86.11,0,0,25,Región Huetar Norte,5.14,171.333333333
21005,Venecia,9638,2,210,28.79,0,9.04,17.00,2.75,0,8,Región Huetar Norte,5.14,171.333333333
21006,Pital,17318,2,210,139.37,48.71,25.20,61.46,0,4.00,51,Región Huetar Norte,5.14,171.333333333
21007,La Fortuna,15383,2,210,152.93,27.18,31.35,10.05,84.35,0,65,Región Huetar Norte,5.14,171.333333333
30509,Santa Rosa,5232,,,,,,,,,,Región Central,5.45,181.666666667
30508,Tayutic,2374,,,,,,,,,,Región Central,5.45,181.666666667
30503,Peralta,511,3,305,0.50,0,0.50,0,0,0,1,Región Central,5.45,181.666666667
30502,La Suiza,7590,3,305,10.80,10.50,0,0,0.30,0,3,Región Central,5.45,181.666666667
30501,Turrialba,26680,3,305,30.97,27.07,0,3.90,0,0,11,Región Central,5.45,181.666666667
30507,Tuis,2837,,,,,,,,,,Región Central,5.45,181.666666667
30506,Pavones,4331,3,305,7.50,3.00,4.5,0,0,0,2,Región Central,5.45,181.666666667
30505,Santa Teresita,4744,,,,,,,,,,Región Central,5.45,181.666666667
30504,Santa Cruz,3208,,,,,,,,,,Región Central,5.45,181.666666667
60108,Barranca,30650,6,601,443.77,243.07,1.00,179.27,17.73,2.70,83,Región Pacífico Central,5.56,185.333333333
60109,Monte Verde,4155,6,601,12.00,0,0,0,12.00,0,4,Región Pacífico Central,5.56,185.333333333
60102,Pitahaya,2211,6,601,112.33,47.77,3.70,60.86,0,0,37,Región Pacífico Central,5.56,185.333333333
60103,Chomes,5522,6,601,189.24,110.95,9.56,68.73,0,0,49,Región Pacífico Central,5.56,185.333333333
60101,Puntarenas,8335,6,601,19.80,6.80,0,7.00,0,6,11,Región Pacífico Central,5.56,185.333333333
60106,Manzanillo,2811,6,601,53.81,48.45,3.50,1.86,0,0,20,Región Pacífico Central,5.56,185.333333333
60107,Guacimal,923,6,601,2.50,0,2.50,0,0,0,2,Región Pacífico Central,5.56,185.333333333
60104,Lepanto,9502,6,601,260.24,130.19,88.90,1.2,37.45,2.50,96,Región Pacífico Central,5.56,185.333333333
60105,Paquera,6686,6,601,282.34,127.11,99.85,9.56,38.82,3.00,115,Región Pacífico Central,5.56,185.333333333
20205,Piedades Sur,3738,2,202,21.76,5.16,6.00,8.60,2,0,13,Región Central,5.45,181.666666667
20204,Piedades Norte,8147,2,202,71.25,19.15,23.70,3.90,0,24.50,21,Región Central,5.45,181.666666667
20207,San Isidro,4478,2,202,52.25,19.00,10.20,23.05,0,0,18,Región Huetar Norte,5.14,171.333333333
20206,San Rafael,9321,2,202,90.85,65.25,6.50,18.10,1,0.00,32,Región Central,5.45,181.666666667
20201,San Ramón,8717,2,202,1.80,0,0,1.00,0,0.80,2,Región Central,5.45,181.666666667
20203,San Juan,11695,2,202,20.45,10.60,5.50,4.30,0,0.05,10,Región Central,5.45,181.666666667
20202,Santiago,4535,2,202,47.17,13.45,17.50,11.72,2.5,2.00,34,Región Central,5.45,181.666666667
11102,San Rafael,7040,1,111,8.36,7.86,0.50,0,0,0,5,Región Central,5.45,181.666666667
11103,Dulce Nombre de Jesús,9744,1,111,25.19,25.19,0,0,0,0,8,Región Central,5.45,181.666666667
11101,San Isidro,16625,1,111,26.16,20.85,0,5.31,0,0,19,Región Central,5.45,181.666666667
20209,Alfaro,7137,2,202,52.14,34.48,11.60,1.50,0,4.56,21,Región Central,5.45,181.666666667
20208,Ángeles,8500,2,202,27.03,14.00,8.00,2.90,2.13,0,20,Región Central,5.45,181.666666667
11104,Patalillo,20349,1,111,4.75,2.35,0,2.40,0,0,5,Región Central,5.45,181.666666667
11105,Cascajal,6728,1,111,12.12,12.12,0,0,0,0,5,Región Central,5.45,181.666666667
40301,Santo Domingo,4730,4,403,0.00,0,0,0,0,0,1,Región Central,5.45,181.666666667
40306,Santa Rosa,7269,4,403,281.53,258.50,14.25,8.78,0,0,18,Región Central,5.45,181.666666667
70201,Guápiles,36469,7,702,59.83,40.83,6.00,10.00,3.00,0,14,Región Huetar Atlántica,5.13,171
11605,Carara,1810,1,116,24.00,1.00,23.00,0,0,0,4,Región Central,5.45,181.666666667
11604,San Luis,517,1,116,1.00,1.00,0,0,0,0,1,Región Central,5.45,181.666666667
10601,Aserrí,28191,1,106,5.80,4.00,0,1.60,0,0.00,11,Región Central,5.45,181.666666667
11601,San Pablo,1357,1,116,17.70,9.45,7.50,0.75,0,0,13,Región Central,5.45,181.666666667
10607,Salitrillos,13676,1,106,5.08,3.22,0.60,0,0,1.26,5,Región Central,5.45,181.666666667
11603,San Juan de Mata,1182,1,116,13.85,6.10,3.75,0,4,0,13,Región Central,5.45,181.666666667
11602,San Pedro,646,1,116,8.75,5.55,3.20,0,0,0,6,Región Central,5.45,181.666666667
50801,Tilarán,8677,5,508,19.78,16.50,2.20,1.00,0.08,0,11,Región Chorotega,5.62,187.333333333
50802,Quebrada Grande,2700,5,508,3.00,3.00,0,0,0,0,2,Región Chorotega,5.62,187.333333333
50803,Tronadora,1795,5,508,0.68,0.50,0,0,0,0.18,2,Región Chorotega,5.62,187.333333333
50804,Santa Rosa,1945,5,508,36.00,23.70,12,0.30,0,0,19,Región Chorotega,5.62,187.333333333
50805,Líbano,865,5,508,0.50,0.50,0,0,0,0,1,Región Chorotega,5.62,187.333333333
50806,Tierras Morenas,1358,5,508,18.50,12.00,5.50,1.00,0,0,7,Región Chorotega,5.62,187.333333333
50807,Arenal,2300,5,508,3.00,1.00,2.00,0,0,0,2,Región Chorotega,5.62,187.333333333
70206,Colorado,3985,7,702,41.68,6.16,4.00,26.02,5.50,0,14,Región Huetar Atlántica,5.13,171
70203,Rita,24041,7,702,252.72,66.69,28.54,157.49,0,0,49,Región Huetar Atlántica,5.13,171
20108,San Rafael,26248,2,201,588.22,366.25,58.79,123.60,34.58,5.00,169,Región Central,5.45,181.666666667
20109,Río Segundo,10794,2,201,264.02,230.44,5.60,23.22,3.50,1.26,62,Región Central,5.45,181.666666667
20106,San Isidro,17294,2,201,80.59,27.32,31.35,21.92,0,0,37,Región Central,5.45,181.666666667
20107,Sabanilla,9059,2,201,35.37,3.50,19.05,9.82,0,3.00,15,Región Central,5.45,181.666666667
20104,San Antonio,24971,2,201,162.87,61.04,17.11,79.72,3.00,2.00,68,Región Central,5.45,181.666666667
20105,Guácima,20183,2,201,499.87,253.06,146.48,78.85,4.80,16.68,275,Región Central,5.45,181.666666667
20102,San José,41656,2,201,422.23,246.78,25.05,136.65,3.00,10.75,164,Región Central,5.45,181.666666667
20103,Carrizal,6856,2,201,21.87,1.00,15.61,5.26,0,0,9,Región Central,5.45,181.666666667
20101,Alajuela,42975,2,201,201.58,137.36,15.92,46.30,2.00,0,92,Región Central,5.45,181.666666667
70204,Roxana,16790,7,702,233.87,40.70,28.50,149.67,0,15.00,47,Región Huetar Atlántica,5.13,171
50504,Belén,8841,5,505,779.54,221.25,500.03,18.76,0,39.50,182,Región Chorotega,5.62,187.333333333
50501,Filadelfia,7953,5,505,1877.79,176.50,1552.70,66.84,0,36.75,156,Región Chorotega,5.62,187.333333333
50503,Sardinal,14912,5,505,2037.40,702.70,1070.16,75.56,150.08,38.90,505,Región Chorotega,5.62,187.333333333
50502,Palmira,5416,5,505,791.87,290.71,400.05,19.81,73.00,8.30,118,Región Chorotega,5.62,187.333333333
70404,Telire,6240,,,,,,,,,,Región Huetar Atlántica,5.13,171
70402,Sixaola,8861,7,704,173.04,127.38,3.75,29.50,1.00,0,46,Región Huetar Atlántica,5.13,171
70403,Cahuita,8293,7,704,179.75,155.64,0,12.61,11.50,0,41,Región Huetar Atlántica,5.13,171
70401,Bratsi,7318,7,704,52.50,46.50,0,6.00,0,0,7,Región Huetar Atlántica,5.13,171
70205,Cariari,34176,7,702,364.74,122.12,37.16,205.46,0,0,60,Región Huetar Atlántica,5.13,171
20403,Jesús María,2397,2,204,90.09,63.14,23.55,3.40,0,0,47,Región Pacífico Central,5.56,185.333333333
20402,Desmonte,1047,2,204,16.45,8.00,5.75,0,2.00,0.70,12,Región Pacífico Central,5.56,185.333333333
20401,San Mateo,2692,2,204,55.69,29.99,5.70,12.00,8,0,31,Región Pacífico Central,5.56,185.333333333
40901,San Pablo,19412,4,409,105.20,73.65,0,31.55,0,0,19,Región Central,5.45,181.666666667
40902,Rincón Sabanilla,8259,,,,,,,,,,Región Central,5.45,181.666666667
11504,San Rafael,9692,1,115,33.40,11.50,8.95,12.95,0,0,11,Región Central,5.45,181.666666667
11502,Sabanilla,10775,1,115,17.00,15.50,1.50,0,0,0,3,Región Central,5.45,181.666666667
11503,Mercedes,4688,1,115,61.24,41.44,0,19.80,0,0,30,Región Central,5.45,181.666666667
11501,San Pedro,23977,1,115,130.96,107.77,2.10,21.09,0,0,89,Región Central,5.45,181.666666667
50604,Bebedero,2084,5,506,41.70,39.90,0,1.80,0,0,12,Región Chorotega,5.62,187.333333333
50605,Porozal,669,5,506,61.862,54.70,1.00,6.162,0,0,24,Región Chorotega,5.62,187.333333333
50602,Palmira,988,5,506,5.60,3.60,0,0,2.00,0.00,5,Región Chorotega,5.62,187.333333333
50603,San Miguel,1644,5,506,37.81,19.75,9.35,8.71,0,0,21,Región Chorotega,5.62,187.333333333
50601,Cañas,20816,5,506,240.52,155.07,30.09,53.36,2,0,107,Región Chorotega,5.62,187.333333333
50309,Tamarindo,6375,5,503,428.92,196.33,165.95,1.89,62.75,2.00,121,Región Chorotega,5.62,187.333333333
50308,Cabo Velas,3362,5,503,440.82,229.28,72.22,12.60,120.72,6.00,191,Región Chorotega,5.62,187.333333333
50303,Veintisiete de Abril,7048,5,503,342.09,215.74,82.50,0.50,37.35,6.00,218,Región Chorotega,5.62,187.333333333
50302,Bolsón,1627,5,503,153.73,40.23,89.50,0,0,24.00,28,Región Chorotega,5.62,187.333333333
50301,Santa Cruz,21544,5,503,511.98,319.53,120.39,21.21,7.50,43.35,241,Región Chorotega,5.62,187.333333333
50307,Diriá,3905,5,503,292.82,109.51,137.44,22.30,0,23.57,52,Región Chorotega,5.62,187.333333333
50306,Cuajiniquil,1789,5,503,201.35,92.54,70.56,1.90,36.35,0.00,108,Región Chorotega,5.62,187.333333333
50305,Cartagena,3824,5,503,167.17,86.49,30.68,0,47.00,3.00,54,Región Chorotega,5.62,187.333333333
50304,Tempate,5630,5,503,336.46,146.70,85.38,1.50,94.88,8.00,131,Región Chorotega,5.62,187.333333333
40405,Santo Domingo,2879,4,404,14.50,3.50,11.00,0,0,0,8,Región Central,5.45,181.666666667
40404,Jesús,9603,4,404,82.66,22.89,35.64,17.83,0,6.30,34,Región Central,5.45,181.666666667
40406,Purabá,4573,4,404,11.23,7.23,1.50,0,0,2.00,9,Región Central,5.45,181.666666667
40401,Santa Bárbara,5944,4,404,20.50,1.50,15.00,4.00,0,0,8,Región Central,5.45,181.666666667
40403,San Juan,7662,4,404,71.14,42.24,22.80,6.10,0,0,33,Región Central,5.45,181.666666667
40402,San Pedro,5582,4,404,42.12,17.80,11.52,12.80,0,0,17,Región Central,5.45,181.666666667
70103,Río Blanco,8307,7,701,531.91,454.93,23.30,50.18,0,3.5,76,Región Huetar Atlántica,5.13,171
70102,Valle La Estrella,17908,7,701,48.94,12.89,1.30,33.75,0,1,18,Región Huetar Atlántica,5.13,171
70101,Limón,61072,7,701,105.37,60.40,1.80,42.67,0,0.5,63,Región Huetar Atlántica,5.13,171
70104,Matama,7128,7,701,188.38,98.95,17.80,66.38,5.25,0,44,Región Huetar Atlántica,5.13,171
